"nom","prénom","groupe","rattachement_parti","sexe","département","id_nosdeputes","url_institution"
"M. Joël Aviragnet","Joël","Socialistes et apparentés","Parti socialiste","H","Haute-Garonne","joel-aviragnet","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA642764"
"M. Florian Bachelier","Florian","La République en Marche","En marche !","H","Ille-et-Vilaine","florian-bachelier","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA719770"
"Mme Delphine Bagarry","Delphine","Non inscrit","Europe Écologie Les Verts","F","Alpes-de-Haute-Provence","delphine-bagarry","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA718744"
"M. Didier Baichère","Didier","La République en Marche","En marche !","H","Yvelines","didier-baichere","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA721776"
"M. Erwan Balanant","Erwan","Mouvement Démocrate (MoDem) et Démocrates apparentés","Mouvement Démocrate","H","Finistère","erwan-balanant","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA719558"
"Mme Françoise Ballet-Blu","Françoise","La République en Marche","En marche !","F","Vienne","francoise-ballet-blu","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA722082"
"Mme Géraldine Bannier","Géraldine","Mouvement Démocrate (MoDem) et Démocrates apparentés","Mouvement Démocrate","F","Mayenne","geraldine-bannier","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA720256"
"M. Frédéric Barbier","Frédéric","La République en Marche","En marche !","H","Doubs","frederic-barbier","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA642724"
"Mme Ericka Bareigts","Ericka","Parti socialiste","Non rattaché","F","Réunion","ericka-bareigts","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA610681"
"M. Jean-Noël Barrot","Jean-Noël","Mouvement Démocrate (MoDem) et Démocrates apparentés","Mouvement Démocrate","H","Yvelines","jean-noel-barrot","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA721836"
"Mme Nathalie Bassire","Nathalie","Les Républicains","Union des démocrates, radicaux et libéraux","F","Réunion","nathalie-bassire","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA721046"
"Mme Delphine Batho","Delphine","Non inscrit","Europe Écologie Les Verts","F","Deux-Sèvres","delphine-batho","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA335999"
"Mme Marie-Noëlle Battistel","Marie-Noëlle","Socialistes et apparentés","Parti socialiste","F","Isère","marie-noelle-battistel","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA342415"
"M. Xavier Batut","Xavier","La République en Marche","En marche !","H","Seine-Maritime","xavier-batut","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA721522"
"M. Thibault Bazin","Thibault","Les Républicains","Les Républicains","H","Meurthe-et-Moselle","thibault-bazin","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA642847"
"Mme Valérie Bazin-Malgras","Valérie","Les Républicains","Les Républicains","F","Aube","valerie-bazin-malgras","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA718884"
"Mme Sophie Beaudouin-Hubiere","Sophie","La République en Marche","En marche !","F","Haute-Vienne","sophie-beaudouin-hubiere","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA722170"
"Mme Valérie Beauvais","Valérie","Les Républicains","Les Républicains","F","Marne","valerie-beauvais","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA720210"
"M. Olivier Becht","Olivier","Agir ensemble","Mouvement Démocrate","H","Haut-Rhin","olivier-becht","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA642935"
"M. Belkhir Belhaddad","Belkhir","La République en Marche","En marche !","H","Moselle","belkhir-belhaddad","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA720362"
"Mme Huguette Bello","Huguette","Parti communiste français","Non rattaché","F","Réunion","huguette-bello","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA441"
"M. Philippe Benassaya","Philippe","Les Républicains","Les Républicains","H","Yvelines","philippe-benassaya","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA774952"
"Mme Justine Benin","Justine","Mouvement Démocrate (MoDem) et Démocrates apparentés","Mouvement Démocrate","F","Guadeloupe","justine-benin","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA720968"
"M. Thierry Benoit","Thierry","UDI et Indépendants","Union des démocrates, radicaux et libéraux","H","Ille-et-Vilaine","thierry-benoit","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA332228"
"Mme Aurore Bergé","Aurore","La République en Marche","En marche !","F","Yvelines","aurore-berge","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA722046"
"M. Ugo Bernalicis","Ugo","La France insoumise","La France Insoumise","H","Nord","ugo-bernalicis","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA720430"
"M. Philippe Berta","Philippe","Mouvement Démocrate (MoDem) et Démocrates apparentés","Mouvement Démocrate","H","Gard","philippe-berta","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA719488"
"M. Hervé Berville","Hervé","La République en Marche","En marche !","H","Côtes-d'Armor","herve-berville","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA719218"
"M. Grégory Besson-Moreau","Grégory","La République en Marche","En marche !","H","Aube","gregory-besson-moreau","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA718876"
"Mme Barbara Bessot Ballot","Barbara","La République en Marche","En marche !","F","Haute-Saône","barbara-bessot-ballot","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA722312"
"Mme Gisèle Biémouret","Gisèle","Socialistes et apparentés","Parti socialiste","F","Gers","gisele-biemouret","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA508"
"M. Bruno Bilde","Bruno","Non inscrit","Rassemblement National","H","Pas-de-Calais","bruno-bilde","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA720822"
"Mme Anne Blanc","Anne","La République en Marche","En marche !","F","Aveyron","anne-blanc","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA718990"
"M. Christophe Blanchet","Christophe","Mouvement Démocrate (MoDem) et Démocrates apparentés","Mouvement Démocrate","H","Calvados","christophe-blanchet","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA719024"
"M. Yves Blein","Yves","La République en Marche","En marche !","H","Rhône","yves-blein","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA608641"
"Mme Anne-Laure Blin","Anne-Laure","Les Républicains","Les Républicains","F","Maine-et-Loire","anne-laure-blin","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA774954"
"Mme Sandra Boëlle","Sandra","Les Républicains","Les Républicains","F","Paris","sandra-boelle","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA721832"
"M. Pascal Bois","Pascal","La République en Marche","En marche !","H","Oise","pascal-bois","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA720576"
"M. Philippe Bolo","Philippe","Mouvement Démocrate (MoDem) et Démocrates apparentés","Mouvement Démocrate","H","Maine-et-Loire","philippe-bolo","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA720162"
"M. Bruno Bonnell","Bruno","La République en Marche","En marche !","H","Rhône","bruno-bonnell","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA721344"
"Mme Émilie Bonnivard","Émilie","Les Républicains","Les Républicains","F","Savoie","emilie-bonnivard","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA721410"
"Mme Aude Bono-Vandorme","Aude","La République en Marche","En marche !","F","Aisne","aude-bono-vandorme","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA718756"
"M. Jean-Yves Bony","Jean-Yves","Les Républicains","Les Républicains","H","Cantal","jean-yves-bony","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA266793"
"M. Julien Borowczyk","Julien","La République en Marche","En marche !","H","Loire","julien-borowczyk","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA719980"
"M. Éric Bothorel","Éric","La République en Marche","En marche !","H","Côtes-d'Armor","eric-bothorel","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA642695"
"M. Ian Boucard","Ian","Les Républicains","Les Républicains","H","Territoire de Belfort","ian-boucard","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA721816"
"Mme Claire Bouchet","Claire","La République en Marche","En marche !","F","Hautes-Alpes","claire-bouchet","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA267337"
"M. Jean-Claude Bouchet","Jean-Claude","Les Républicains","Les Républicains","H","Vaucluse","jean-claude-bouchet","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA336316"
"Mme Sylvie Bouchet Bellecourt","Sylvie","Les Républicains","Les Républicains","F","Seine-et-Marne","sylvie-bouchet-bellecourt","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA721576"
"M. Florent Boudié","Florent","La République en Marche","En marche !","H","Gironde","florent-boudie","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA606507"
"M. Christophe Bouillon","Christophe","Parti socialiste","Non rattaché","H","Seine-Maritime","christophe-bouillon","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA267233"
"M. Bernard Bouley","Bernard","Les Républicains","Les Républicains","H","Essonne","bernard-bouley","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA604"
"M. Jean-Luc Bourgeaux","Jean-Luc","Les Républicains","Les Républicains","H","Ille-et-Vilaine","jean-luc-bourgeaux","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA342240"
"Mme Brigitte Bourguignon","Brigitte","La République en Marche","Non rattaché","F","Pas-de-Calais","brigitte-bourguignon","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA608083"
"M. Jean-Louis Bourlanges","Jean-Louis","Mouvement Démocrate (MoDem) et Démocrates apparentés","Mouvement Démocrate","H","Hauts-de-Seine","jean-louis-bourlanges","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA721608"
"M. Pierre-Yves Bournazel","Pierre-Yves","Agir ensemble","Mouvement Démocrate","H","Paris","pierre-yves-bournazel","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA722030"
"M. Bertrand Bouyx","Bertrand","La République en Marche","En marche !","H","Calvados","bertrand-bouyx","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA719032"
"Mme Pascale Boyer","Pascale","La République en Marche","En marche !","F","Hautes-Alpes","pascale-boyer","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA718710"
"Mme Valérie Boyer","Valérie","Les Républicains","Non rattaché","F","Bouches-du-Rhône","valerie-boyer","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA330684"
"Mme Yaël Braun-Pivet","Yaël","La République en Marche","En marche !","F","Yvelines","yael-braun-pivet","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA721908"
"Mme Marine Brenier","Marine","Les Républicains","Les Républicains","F","Alpes-Maritimes","marine-brenier","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA713448"
"M. Xavier Breton","Xavier","Les Républicains","Les Républicains","H","Ain","xavier-breton","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA330008"
"M. Sylvain Brial","Sylvain","Libertés et Territoires","Régions et peuples solidaires","H","Wallis-et-Futuna","sylvain-brial","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA755549"
"M. Guy Bricout","Guy","UDI et Indépendants","Union des démocrates, radicaux et libéraux","H","Nord","guy-bricout","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA267766"
"M. Jean-Louis Bricout","Jean-Louis","Socialistes et apparentés","Parti socialiste","H","Aisne","jean-louis-bricout","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA605069"
"M. Jean-Jacques Bridey","Jean-Jacques","La République en Marche","En marche !","H","Val-de-Marne","jean-jacques-bridey","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA672"
"M. Pascal Brindeau","Pascal","UDI et Indépendants","Union des démocrates, radicaux et libéraux","H","Loir-et-Cher","pascal-brindeau","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA342601"
"Mme Blandine Brocard","Blandine","Mouvement Démocrate (MoDem) et Démocrates apparentés","Mouvement Démocrate","F","Rhône","blandine-brocard","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA721336"
"M. Bernard Brochand","Bernard","Les Républicains","Les Républicains","H","Alpes-Maritimes","bernard-brochand","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA223837"
"M. Moetai Brotherson","Moetai","Gauche démocrate et républicaine","Tavini Huiraatira No Te Ao Ma'ohi - Front de libération de Polynésie","H","Polynésie Française","moetai-brotherson","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA721118"
"M. Vincent Bru","Vincent","Mouvement Démocrate (MoDem) et Démocrates apparentés","Mouvement Démocrate","H","Pyrénées-Atlantiques","vincent-bru","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA720772"
"Mme Anne Brugnera","Anne","La République en Marche","En marche !","F","Rhône","anne-brugnera","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA721328"
"Mme Danielle Brulebois","Danielle","La République en Marche","En marche !","F","Jura","danielle-brulebois","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA719890"
"M. Fabrice Brun","Fabrice","Les Républicains","Les Républicains","H","Ardèche","fabrice-brun","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA718838"
"M. Alain Bruneel","Alain","Gauche démocrate et républicaine","Parti communiste Français","H","Nord","alain-bruneel","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA720546"
"Mme Anne-France Brunet","Anne-France","La République en Marche","En marche !","F","Loire-Atlantique","anne-france-brunet","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA720116"
"M. Stéphane Buchou","Stéphane","La République en Marche","En marche !","H","Vendée","stephane-buchou","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA722000"
"Mme Marie-George Buffet","Marie-George","Gauche démocrate et républicaine","Parti communiste Français","F","Seine-Saint-Denis","marie-george-buffet","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA689"
"Mme Carole Bureau-Bonnard","Carole","La République en Marche","En marche !","F","Oise","carole-bureau-bonnard","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA720622"
"M. Pierre Cabaré","Pierre","La République en Marche","En marche !","H","Haute-Garonne","pierre-cabare","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA719496"
"Mme Céline Calvez","Céline","La République en Marche","En marche !","F","Hauts-de-Seine","celine-calvez","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA721750"
"Mme Émilie Cariou","Émilie","Non inscrit","Europe Écologie Les Verts","F","Meuse","emilie-cariou","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA720298"
"M. Gilles Carrez","Gilles","Les Républicains","Les Républicains","H","Val-de-Marne","gilles-carrez","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA746"
"M. Christophe Castaner","Christophe","La République en Marche","En marche !","H","Alpes-de-Haute-Provence","christophe-castaner","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA605131"
"M. Michel Castellani","Michel","Libertés et Territoires","Régions et peuples solidaires","H","Haute-Corse","michel-castellani","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA719138"
"Mme Anne-Laure Cattelot","Anne-Laure","La République en Marche","En marche !","F","Nord","anne-laure-cattelot","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA720520"
"M. Jacques Cattin","Jacques","Les Républicains","Les Républicains","H","Haut-Rhin","jacques-cattin","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA767"
"M. Lionel Causse","Lionel","La République en Marche","En marche !","H","Landes","lionel-causse","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA719922"
"Mme Danièle Cazarian","Danièle","La République en Marche","En marche !","F","Rhône","daniele-cazarian","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA721352"
"M. Jean-René Cazeneuve","Jean-René","La République en Marche","En marche !","H","Gers","jean-rene-cazeneuve","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA719472"
"M. Sébastien Cazenove","Sébastien","La République en Marche","En marche !","H","Pyrénées-Orientales","sebastien-cazenove","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA720814"
"M. Anthony Cellier","Anthony","La République en Marche","En marche !","H","Gard","anthony-cellier","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA719440"
"Mme Émilie Chalas","Émilie","La République en Marche","En marche !","F","Isère","emilie-chalas","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA719748"
"M. Philippe Chalumeau","Philippe","La République en Marche","En marche !","H","Indre-et-Loire","philippe-chalumeau","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA719790"
"Mme Annie Chapelier","Annie","Agir ensemble","Non rattaché","F","Gard","annie-chapelier","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA719448"
"Mme Sylvie Charrière","Sylvie","La République en Marche","En marche !","F","Seine-Saint-Denis","sylvie-charriere","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA721218"
"Mme Fannette Charvier","Fannette","La République en Marche","En marche !","F","Doubs","fannette-charvier","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA719170"
"M. André Chassaigne","André","Gauche démocrate et républicaine","Parti communiste Français","H","Puy-de-Dôme","andre-chassaigne","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA267306"
"M. Philippe Chassaing","Philippe","La République en Marche","En marche !","H","Dordogne","philippe-chassaing","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA719250"
"M. Sébastien Chenu","Sébastien","Non inscrit","Rassemblement National","H","Nord","sebastien-chenu","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA720468"
"M. Gérard Cherpion","Gérard","Les Républicains","Les Républicains","H","Vosges","gerard-cherpion","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA856"
"M. Guillaume Chiche","Guillaume","Non inscrit","Europe Écologie Les Verts","H","Deux-Sèvres","guillaume-chiche","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA722126"
"M. Francis Chouat","Francis","La République en Marche","En marche !","H","Essonne","francis-chouat","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA760658"
"M. Paul Christophe","Paul","Agir ensemble","Mouvement Démocrate","H","Nord","paul-christophe","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA642868"
"M. Dino Cinieri","Dino","Les Républicains","Les Républicains","H","Loire","dino-cinieri","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA267429"
"M. Éric Ciotti","Éric","Les Républicains","Les Républicains","H","Alpes-Maritimes","eric-ciotti","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA330240"
"M. Stéphane Claireaux","Stéphane","La République en Marche","Cap sur l'avenir","H","Saint-Pierre-et-Miquelon","stephane-claireaux","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA702054"
"Mme Mireille Clapot","Mireille","La République en Marche","En marche !","F","Drôme","mireille-clapot","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA719294"
"M. Jean-Michel Clément","Jean-Michel","Libertés et Territoires","Régions et peuples solidaires","H","Vienne","jean-michel-clement","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA336439"
"Mme Christine Cloarec-Le Nabour","Christine","La République en Marche","En marche !","F","Ille-et-Vilaine","christine-cloarec","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA719756"
"M. Jean-Charles Colas-Roy","Jean-Charles","La République en Marche","En marche !","H","Isère","jean-charles-colas-roy","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA719740"
"Mme Fabienne Colboc","Fabienne","La République en Marche","En marche !","F","Indre-et-Loire","fabienne-colboc","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA719814"
"M. Gilbert Collard","Gilbert","Rassemblement national","Non rattaché","H","Gard","gilbert-collard","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA606212"
"M. Paul-André Colombani","Paul-André","Libertés et Territoires","Régions et peuples solidaires","H","Corse-du-Sud","paul-andre-colombani","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA719286"
"M. Éric Coquerel","Éric","La France insoumise","La France Insoumise","H","Seine-Saint-Denis","eric-coquerel","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA721202"
"M. Alexis Corbière","Alexis","La France insoumise","La France Insoumise","H","Seine-Saint-Denis","alexis-corbiere","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA721210"
"M. David Corceiro","David","Mouvement Démocrate (MoDem) et Démocrates apparentés","Mouvement Démocrate","H","Val-d'Oise","david-corceiro","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA720928"
"M. Pierre Cordier","Pierre","Les Républicains","Les Républicains","H","Ardennes","pierre-cordier","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA718850"
"M. François Cormier-Bouligeon","François","La République en Marche","En marche !","H","Cher","francois-cormier-bouligeon","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA719118"
"Mme Josiane Corneloup","Josiane","Les Républicains","Les Républicains","F","Saône-et-Loire","josiane-corneloup","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA722390"
"M. François Cornut-Gentille","François","Les Républicains","Les Républicains","H","Haute-Marne","francois-cornut-gentille","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA923"
"Mme Bérangère Couillard","Bérangère","La République en Marche","En marche !","F","Gironde","berangere-couillard","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA719624"
"M. Charles de Courson","Charles","Libertés et Territoires","Union des démocrates, radicaux et libéraux","H","Marne","charles-de-courson","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA942"
"Mme Yolaine de Courson","Yolaine","Mouvement Démocrate (MoDem) et Démocrates apparentés","Mouvement Démocrate","F","Côte-d'Or","yolaine-de-courson","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA719194"
"Mme Michèle Crouzet","Michèle","Mouvement Démocrate (MoDem) et Démocrates apparentés","Mouvement Démocrate","F","Yonne","michele-crouzet","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA721808"
"M. Jean-Pierre Cubertafon","Jean-Pierre","Mouvement Démocrate (MoDem) et Démocrates apparentés","Mouvement Démocrate","H","Dordogne","jean-pierre-cubertafon","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA719266"
"Mme Marie-Christine Dalloz","Marie-Christine","Les Républicains","Les Républicains","F","Jura","marie-christine-dalloz","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA332523"
"M. Olivier Damaisin","Olivier","La République en Marche","En marche !","H","Lot-et-Garonne","olivier-damaisin","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA720268"
"M. Yves Daniel","Yves","La République en Marche","En marche !","H","Loire-Atlantique","yves-daniel","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA607155"
"M. Dominique Da Silva","Dominique","La République en Marche","En marche !","H","Val-d'Oise","dominique-da-silva","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA720932"
"Mme Catherine Daufès-Roux","Catherine","La République en Marche","En marche !","F","Gard","catherine-daufes-roux","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA719484"
"M. Alain David","Alain","Socialistes et apparentés","Parti socialiste","H","Gironde","alain-david","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA1008"
"Mme Dominique David","Dominique","La République en Marche","En marche !","F","Gironde","dominique-david","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA719710"
"M. Bernard Deflesselles","Bernard","Les Républicains","Les Républicains","H","Bouches-du-Rhône","bernard-deflesselles","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA1029"
"Mme Typhanie Degois","Typhanie","La République en Marche","En marche !","F","Savoie","typhanie-degois","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA721398"
"M. Marc Delatte","Marc","La République en Marche","En marche !","H","Aisne","marc-delatte","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA718694"
"M. Rémi Delatte","Rémi","Les Républicains","Les Républicains","H","Côte-d'Or","remi-delatte","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA267450"
"Mme Cécile Delpirou","Cécile","La République en Marche","En marche !","F","Somme","cecile-delpirou","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA722218"
