"nom","prénom","groupe","rattachement_parti","sexe","département","id_nosdeputes","url_institution"
"Apparu","Benoist","Les Républicains","Les Républicains","H","Marne","benoist-apparu","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA333224"
"Appéré","Nathalie","Socialiste, écologiste et républicain","Parti socialiste","F","Ille-et-Vilaine","nathalie-appere","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA267706"
"Arif","Kader","Socialiste, écologiste et républicain","Parti socialiste","H","Haute-Garonne","kader-arif","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA590031"
"Arribagé","Laurence","Les Républicains","Les Républicains","F","Haute-Garonne","laurence-arribage","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA642759"
"Asensi","François","Gauche démocrate et républicaine","Forces de gauche","H","Seine-Saint-Denis","francois-asensi","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA295"
"Assaf","Christian","Socialiste, écologiste et républicain","Parti socialiste","H","Hérault","christian-assaf","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA606631"
"Attard","Isabelle","Non inscrit","Europe Écologie Les Verts","F","Calvados","isabelle-attard","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA605625"
"Aubert","Julien","Les Républicains","Les Républicains","H","Vaucluse","julien-aubert","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA609726"
"Audibert Troin","Olivier","Les Républicains","Les Républicains","H","Var","olivier-audibert-troin","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA314"
"Auroi","Danielle","Non inscrit","Europe Écologie Les Verts","F","Puy-de-Dôme","danielle-auroi","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA608186"
"Aylagas","Pierre","Socialiste, écologiste et républicain","Parti socialiste","H","Pyrénées-Orientales","pierre-aylagas","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA608348"
"Azerot","Bruno Nestor","Gauche démocrate et républicaine","Mouvement initiative Populaire","H","Martinique","bruno-nestor-azerot","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA610634"
"Bachelay","Alexis","Socialiste, écologiste et républicain","Parti socialiste","H","Hauts-de-Seine","alexis-bachelay","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA610066"
"Bachelay","Guillaume","Socialiste, écologiste et républicain","Parti socialiste","H","Seine-Maritime","guillaume-bachelay","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA642987"
"Bacquet","Jean-Paul","Socialiste, écologiste et républicain","Parti socialiste","H","Puy-de-Dôme","jean-paul-bacquet","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA334"
"Baert","Dominique","Socialiste, écologiste et républicain","Parti socialiste","H","Nord","dominique-baert","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA339"
"Bailliart","Guy","Socialiste, écologiste et républicain","Parti socialiste","H","Calvados","guy-bailliart","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA642705"
"Balkany","Patrick","Les Républicains","Les Républicains","H","Hauts-de-Seine","patrick-balkany","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA346"
"Ballay","Alain","Socialiste, écologiste et républicain","Parti socialiste","H","Corrèze","alain-ballay","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA642699"
"Bapt","Gérard","Socialiste, écologiste et républicain","Parti socialiste","H","Haute-Garonne","gerard-bapt","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA356"
"Barbier","Frédéric","Socialiste, écologiste et républicain","Parti socialiste","H","Doubs","frederic-barbier","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA642724"
"Barbier","Jean-Pierre","Les Républicains","Les Républicains","H","Isère","jean-pierre-barbier","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA606888"
"Bardy","Serge","Socialiste, écologiste et républicain","Parti socialiste","H","Maine-et-Loire","serge-bardy","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA607369"
"Bartolone","Claude","Socialiste, écologiste et républicain","Parti socialiste","H","Seine-Saint-Denis","claude-bartolone","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA381"
"Bataille","Christian","Socialiste, écologiste et républicain","Parti socialiste","H","Nord","christian-bataille","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA394"
"Batho","Delphine","Socialiste, écologiste et républicain","Parti socialiste","F","Deux-Sèvres","delphine-batho","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA335999"
"Battistel","Marie-Noëlle","Socialiste, écologiste et républicain","Parti socialiste","F","Isère","marie-noelle-battistel","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA342415"
"Baumel","Laurent","Socialiste, écologiste et républicain","Parti socialiste","H","Indre-et-Loire","laurent-baumel","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA606793"
"Baumel","Philippe","Socialiste, écologiste et républicain","Parti socialiste","H","Saône-et-Loire","philippe-baumel","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA608686"
"Baupin","Denis","Non inscrit","Parti socialiste","H","Paris","denis-baupin","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA609016"
"Bays","Nicolas","Socialiste, écologiste et républicain","Parti socialiste","H","Pas-de-Calais","nicolas-bays","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA608158"
"Beaubatie","Catherine","Socialiste, écologiste et républicain","Parti socialiste","F","Haute-Vienne","catherine-beaubatie","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA609845"
"Bechtel","Marie-Françoise","Socialiste, écologiste et républicain","Parti radical de gauche","F","Aisne","marie-francoise-bechtel","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA605076"
"Beffara","Jean-Marie","Socialiste, écologiste et républicain","Parti socialiste","H","Indre-et-Loire","jean-marie-beffara","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA342332"
"Bello","Huguette","Gauche démocrate et républicaine","Pour la Réunion","F","Réunion","huguette-bello","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA441"
"Belot","Luc","Socialiste, écologiste et républicain","Parti socialiste","H","Maine-et-Loire","luc-belot","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA607310"
"Bénisti","Jacques Alain","Les Républicains","Les Républicains","H","Val-de-Marne","jacques-alain-benisti","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA267822"
"Benoit","Thierry","Union des démocrates et indépendants","Union des Radicaux, Centristes, Indépendants et Démocrates","H","Ille-et-Vilaine","thierry-benoit","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA332228"
"Berger","Karine","Socialiste, écologiste et républicain","Parti socialiste","F","Hautes-Alpes","karine-berger","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA605143"
"Berrios","Sylvain","Les Républicains","Les Républicains","H","Val-de-Marne","sylvain-berrios","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA687214"
"Berthelot","Chantal","Socialiste, écologiste et républicain","Parti socialiste guyanais","F","Guyane","chantal-berthelot","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA337504"
"Besse","Véronique","Non inscrit","Debout la France","F","Vendée","veronique-besse","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA309643"
"Biémouret","Gisèle","Socialiste, écologiste et républicain","Parti socialiste","F","Gers","gisele-biemouret","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA508"
"Bies","Philippe","Socialiste, écologiste et républicain","Parti socialiste","H","Bas-Rhin","philippe-bies","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA608363"
"Binet","Erwann","Socialiste, écologiste et républicain","Parti socialiste","H","Isère","erwann-binet","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA606899"
"Blazy","Jean-Pierre","Socialiste, écologiste et républicain","Parti socialiste","H","Val-d'Oise","jean-pierre-blazy","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA536"
"Blein","Yves","Socialiste, écologiste et républicain","Parti socialiste","H","Rhône","yves-blein","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA608641"
"Bleunven","Jean-Luc","Socialiste, écologiste et républicain","Parti socialiste","H","Finistère","jean-luc-bleunven","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA606149"
"Bloche","Patrick","Socialiste, écologiste et républicain","Parti socialiste","H","Paris","patrick-bloche","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA543"
"Bocquet","Alain","Gauche démocrate et républicaine","Parti communiste Français","H","Nord","alain-bocquet","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA551"
"Boisserie","Daniel","Socialiste, écologiste et républicain","Parti socialiste","H","Haute-Vienne","daniel-boisserie","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA560"
"Bompard","Jacques","Non inscrit","Debout la France","H","Vaucluse","jacques-bompard","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA563"
"Bonneton","Michèle","Non inscrit","Europe Écologie Les Verts","F","Isère","michele-bonneton","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA606910"
"Bonnot","Marcel","Les Républicains","Les Républicains","H","Doubs","marcel-bonnot","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA267576"
"Borgel","Christophe","Socialiste, écologiste et républicain","Parti socialiste","H","Haute-Garonne","christophe-borgel","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA606363"
"Bouchet","Jean-Claude","Les Républicains","Les Républicains","H","Vaucluse","jean-claude-bouchet","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA336316"
"Boudié","Florent","Socialiste, écologiste et républicain","Parti socialiste","H","Gironde","florent-boudie","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA606507"
"Bouillé","Marie-Odile","Socialiste, écologiste et républicain","Parti socialiste","F","Loire-Atlantique","marie-odile-bouille","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA332843"
"Bouillon","Christophe","Socialiste, écologiste et républicain","Parti socialiste","H","Seine-Maritime","christophe-bouillon","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA267233"
"Bourdouleix","Gilles","Non inscrit","Association PSLE - Nouveau centre","H","Maine-et-Loire","gilles-bourdouleix","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA267433"
"Bourguignon","Brigitte","Socialiste, écologiste et républicain","Parti socialiste","F","Pas-de-Calais","brigitte-bourguignon","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA608083"
"Boutih","Malek","Socialiste, écologiste et républicain","Parti socialiste","H","Essonne","malek-boutih","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA610045"
"Bouziane-Laroussi","Kheira","Socialiste, écologiste et républicain","Parti socialiste","F","Côte-d'Or","kheira-bouziane","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA605830"
"Boyer","Valérie","Les Républicains","Les Républicains","F","Bouches-du-Rhône","valerie-boyer","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA330684"
"Bréhier","Emeric","Socialiste, écologiste et républicain","Parti socialiste","H","Seine-et-Marne","emeric-brehier","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA609314"
"Brenier","Marine","Les Républicains","Les Républicains","F","Alpes-Maritimes","marine-brenier","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA713448"
"Breton","Xavier","Les Républicains","Les Républicains","H","Ain","xavier-breton","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA330008"
"Briand","Philippe","Les Républicains","Les Républicains","H","Indre-et-Loire","philippe-briand","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA667"
"Bricout","Jean-Louis","Socialiste, écologiste et républicain","Parti socialiste","H","Aisne","jean-louis-bricout","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA605069"
"Bridey","Jean-Jacques","Socialiste, écologiste et républicain","Parti socialiste","H","Val-de-Marne","jean-jacques-bridey","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA672"
"Brochand","Bernard","Les Républicains","Les Républicains","H","Alpes-Maritimes","bernard-brochand","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA223837"
"Bruneau","Isabelle","Socialiste, écologiste et républicain","Parti socialiste","F","Indre","isabelle-bruneau","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA606745"
"Buffet","Marie-George","Gauche démocrate et républicaine","Parti communiste Français","F","Seine-Saint-Denis","marie-george-buffet","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA689"
"Buis","Sabine","Socialiste, écologiste et républicain","Parti socialiste","F","Ardèche","sabine-buis","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA605261"
"Buisine","Jean-Claude","Socialiste, écologiste et républicain","Parti socialiste","H","Somme","jean-claude-buisine","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA609535"
"Bulteau","Sylviane","Socialiste, écologiste et républicain","Parti socialiste","F","Vendée","sylviane-bulteau","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA609743"
"Burroni","Vincent","Socialiste, écologiste et républicain","Parti socialiste","H","Bouches-du-Rhône","vincent-burroni","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA695"
"Bussereau","Dominique","Les Républicains","Les Républicains","H","Charente-Maritime","dominique-bussereau","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA696"
"Calmette","Alain","Socialiste, écologiste et républicain","Parti socialiste","H","Cantal","alain-calmette","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA605643"
"Cambadélis","Jean-Christophe","Socialiste, écologiste et républicain","Parti socialiste","H","Paris","jean-christophe-cambadelis","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA719"
"Candelier","Jean-Jacques","Gauche démocrate et républicaine","Parti communiste Français","H","Nord","jean-jacques-candelier","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA267492"
"Capdevielle","Colette","Socialiste, écologiste et républicain","Parti socialiste","F","Pyrénées-Atlantiques","colette-capdevielle","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA608264"
"Capet","Yann","Socialiste, écologiste et républicain","Parti socialiste","H","Pas-de-Calais","yann-capet","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA608098"
"Caresche","Christophe","Socialiste, écologiste et républicain","Parti socialiste","H","Paris","christophe-caresche","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA735"
"Carlotti","Marie-Arlette","Socialiste, écologiste et républicain","Parti socialiste","F","Bouches-du-Rhône","marie-arlette-carlotti","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA590034"
"Carpentier","Jean-Noël","Radical, républicain, démocrate et progressiste","Parti radical de gauche","H","Val-d'Oise","jean-noel-carpentier","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA610521"
"Carré","Olivier","Les Républicains","Les Républicains","H","Loiret","olivier-carre","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA332886"
"Carrez","Gilles","Les Républicains","Les Républicains","H","Val-de-Marne","gilles-carrez","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA746"
"Carrillon-Couvreur","Martine","Socialiste, écologiste et républicain","Parti socialiste","F","Nièvre","martine-carrillon-couvreur","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA267188"
"Carvalho","Patrice","Gauche démocrate et républicaine","Parti communiste Français","H","Oise","patrice-carvalho","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA754"
"Castaner","Christophe","Socialiste, écologiste et républicain","Parti socialiste","H","Alpes-de-Haute-Provence","christophe-castaner","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA605131"
"Cathala","Laurent","Socialiste, écologiste et républicain","Parti socialiste","H","Val-de-Marne","laurent-cathala","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA765"
"Caullet","Jean-Yves","Socialiste, écologiste et républicain","Parti socialiste","H","Yonne","jean-yves-caullet","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA770"
"Cavard","Christophe","Socialiste, écologiste et républicain","Parti socialiste","H","Gard","christophe-cavard","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA606258"
"Censi","Yves","Les Républicains","Les Républicains","H","Aveyron","yves-censi","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA267266"
"Chabanne","Nathalie","Socialiste, écologiste et républicain","Parti socialiste","F","Pyrénées-Atlantiques","nathalie-chabanne","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA608235"
"Chalus","Ary","Radical, républicain, démocrate et progressiste","Guadeloupe Unie Socialisme et Réalité","H","Guadeloupe","ary-chalus","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA610615"
"Chambefort","Guy","Socialiste, écologiste et républicain","Parti socialiste","H","Allier","guy-chambefort","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA330118"
"Chanteguet","Jean-Paul","Socialiste, écologiste et républicain","Parti socialiste","H","Indre","jean-paul-chanteguet","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA810"
"Chapdelaine","Marie-Anne","Socialiste, écologiste et républicain","Parti socialiste","F","Ille-et-Vilaine","marie-anne-chapdelaine","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA606665"
"Charasse","Gérard","Radical, républicain, démocrate et progressiste","Parti radical de gauche","H","Allier","gerard-charasse","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA815"
"Charroux","Gaby","Gauche démocrate et républicaine","Parti communiste Français","H","Bouches-du-Rhône","gaby-charroux","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA340755"
"Chartier","Jérôme","Les Républicains","Les Républicains","H","Val-d'Oise","jerome-chartier","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA267895"
"Chassaigne","André","Gauche démocrate et républicaine","Parti communiste Français","H","Puy-de-Dôme","andre-chassaigne","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA267306"
"Chatel","Luc","Les Républicains","Les Républicains","H","Haute-Marne","luc-chatel","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA267165"
"Chauveau","Guy-Michel","Socialiste, écologiste et républicain","Parti socialiste","H","Sarthe","guy-michel-chauveau","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA840"
"Chauvel","Dominique","Non inscrit","Non rattaché","F","Seine-Maritime","dominique-chauvel","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA609222"
"Cherki","Pascal","Socialiste, écologiste et républicain","Parti socialiste","H","Paris","pascal-cherki","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA609042"
"Cherpion","Gérard","Les Républicains","Les Républicains","H","Vosges","gerard-cherpion","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA856"
"Chevrollier","Guillaume","Les Républicains","Les Républicains","H","Mayenne","guillaume-chevrollier","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA607489"
"Chrétien","Alain","Les Républicains","Les Républicains","H","Haute-Saône","alain-chretien","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA608662"
"Christ","Jean-Louis","Les Républicains","Les Républicains","H","Haut-Rhin","jean-louis-christ","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA267358"
"Cinieri","Dino","Les Républicains","Les Républicains","H","Loire","dino-cinieri","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA267429"
"Ciot","Jean-David","Socialiste, écologiste et républicain","Parti socialiste","H","Bouches-du-Rhône","jean-david-ciot","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA605557"
"Ciotti","Éric","Les Républicains","Les Républicains","H","Alpes-Maritimes","eric-ciotti","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA330240"
"Claeys","Alain","Socialiste, écologiste et républicain","Parti socialiste","H","Vienne","alain-claeys","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA872"
"Claireaux","Stéphane","Radical, républicain, démocrate et progressiste","Cap sur l'avenir","H","Saint-Pierre-et-Miquelon","stephane-claireaux","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA702054"
"Clément","Jean-Michel","Socialiste, écologiste et républicain","Parti socialiste","H","Vienne","jean-michel-clement","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA336439"
"Clergeau","Marie-Françoise","Socialiste, écologiste et républicain","Parti socialiste","F","Loire-Atlantique","marie-francoise-clergeau","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA877"
"Cochet","Philippe","Les Républicains","Les Républicains","H","Rhône","philippe-cochet","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA267775"
"Colas","Romain","Socialiste, écologiste et républicain","Parti socialiste","H","Essonne","romain-colas","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA643020"
"Collard","Gilbert","Non inscrit","Front National","H","Gard","gilbert-collard","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA606212"
"Comet","David","Socialiste, écologiste et républicain","Parti socialiste","H","Charente","david-comet","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA643177"
"Copé","Jean-François","Les Républicains","Les Républicains","H","Seine-et-Marne","jean-francois-cope","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA917"
"Cordery","Philip","Socialiste, écologiste et républicain","Parti socialiste","H","Français établis hors de France","philip-cordery","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA610891"
"Cornut-Gentille","François","Les Républicains","Les Républicains","H","Haute-Marne","francois-cornut-gentille","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA923"
"Coronado","Sergio","Non inscrit","Europe Écologie Les Verts","H","Français établis hors de France","sergio-coronado","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA610860"
"Corre","Valérie","Socialiste, écologiste et républicain","Parti socialiste","F","Loiret","valerie-corre","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA607256"
"Costes","Jean-Louis","Les Républicains","Les Républicains","H","Lot-et-Garonne","jean-louis-costes","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA695511"
"Cottel","Jean-Jacques","Socialiste, écologiste et républicain","Parti socialiste","H","Pas-de-Calais","jean-jacques-cottel","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA344114"
"de Courson","Charles","Union des démocrates et indépendants","Association PSLE - Nouveau centre","H","Marne","charles-de-courson","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA942"
"Courtial","Édouard","Les Républicains","Les Républicains","H","Oise","edouard-courtial","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA267743"
"Coutelle","Catherine","Socialiste, écologiste et républicain","Parti socialiste","F","Vienne","catherine-coutelle","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA336421"
"Couve","Jean-Michel","Les Républicains","Les Républicains","H","Var","jean-michel-couve","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA951"
"Cresta","Jacques","Socialiste, écologiste et républicain","Parti socialiste","H","Pyrénées-Orientales","jacques-cresta","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA608310"
"Crozon","Pascale","Socialiste, écologiste et républicain","Parti socialiste","F","Rhône","pascale-crozon","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA334811"
"Cuvillier","Frédéric","Socialiste, écologiste et républicain","Parti socialiste","H","Pas-de-Calais","frederic-cuvillier","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA334160"
"Dagoma","Seybah","Socialiste, écologiste et républicain","Parti socialiste","F","Paris","seybah-dagoma","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA608920"
"Dalloz","Marie-Christine","Les Républicains","Les Républicains","F","Jura","marie-christine-dalloz","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA332523"
"Daniel","Karine","Socialiste, écologiste et républicain","Parti socialiste","F","Loire-Atlantique","karine-daniel","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA712422"
"Daniel","Yves","Socialiste, écologiste et républicain","Parti socialiste","H","Loire-Atlantique","yves-daniel","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA607155"
"Da Silva","Carlos","Socialiste, écologiste et républicain","Parti socialiste","H","Essonne","carlos-da-silva","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA267623"
"Dassault","Olivier","Les Républicains","Les Républicains","H","Oise","olivier-dassault","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA998"
"Daubresse","Marc-Philippe","Les Républicains","Les Républicains","H","Nord","marc-philippe-daubresse","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA1001"
"Debré","Bernard","Les Républicains","Les Républicains","H","Paris","bernard-debre","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA1020"
"Decool","Jean-Pierre","Les Républicains","Les Républicains","H","Nord","jean-pierre-decool","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA267762"
"Deflesselles","Bernard","Les Républicains","Les Républicains","H","Bouches-du-Rhône","bernard-deflesselles","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA1029"
"Degallaix","Laurent","Union des démocrates et indépendants","Union des Radicaux, Centristes, Indépendants et Démocrates","H","Nord","laurent-degallaix","http://www2.assemblee-nationale.fr/deputes/fiche/OMC_PA702053"
