"nom","prénom","groupe","rattachement_parti","sexe","département","id_nossenateurs","url_institution"
"COZIC","Thierry","Groupe Socialiste, Écologiste et Républicain","Parti socialiste","H","Sarthe","thierry-cozic","http://www.senat.fr/senateur/cozic_thierry20070a.html"
"CUKIERMAN","Cécile","Groupe communiste républicain citoyen et écologiste","Parti communiste Français","F","Loire","cecile-cukierman","http://www.senat.fr/senateur/cukierman_cecile11056n.html"
"CUYPERS","Pierre","Groupe Les Républicains","Les Républicains","H","Seine-et-Marne","pierre-cuypers","http://www.senat.fr/senateur/cuypers_pierre14357a.html"
"DAGBERT","Michel","Groupe Socialiste, Écologiste et Républicain","En marche !","H","Pas-de-Calais","michel-dagbert","http://www.senat.fr/senateur/dagbert_michel19525u.html"
"DANTEC","Ronan","Groupe Écologiste -Solidarité et Territoires","Europe Écologie Les Verts","H","Loire-Atlantique","ronan-dantec","http://www.senat.fr/senateur/dantec_ronan11065p.html"
"DARCOS","Laure","Groupe Les Républicains","Les Républicains","F","Essonne","laure-darcos","http://www.senat.fr/senateur/darcos_laure19693l.html"
"DARNAUD","Mathieu","Groupe Les Républicains","Les Républicains","H","Ardèche","mathieu-darnaud","http://www.senat.fr/senateur/darnaud_mathieu14259y.html"
"DAUBRESSE","Marc-Philippe","Groupe Les Républicains","Les Républicains","H","Nord","marc-philippe-daubresse","http://www.senat.fr/senateur/daubresse_marc_philippe04008a.html"
"DECOOL","Jean-Pierre","Groupe Les Indépendants -République et Territoires","Union des démocrates, radicaux et libéraux","H","Nord","jean-pierre-decool","http://www.senat.fr/senateur/decool_jean_pierre17589d.html"
"DELAHAYE","Vincent","Groupe Union Centriste","Union des démocrates, radicaux et libéraux","H","Essonne","vincent-delahaye","http://www.senat.fr/senateur/delahaye_vincent11070l.html"
"DELATTRE","Nathalie","Groupe du Rassemblement Démocratique et Social Européen","Union des démocrates, radicaux et libéraux","F","Gironde","nathalie-delattre","http://www.senat.fr/senateur/delattre_nathalie19719d.html"
"DELCROS","Bernard","Groupe Union Centriste","Mouvement Démocrate","H","Cantal","bernard-delcros","http://www.senat.fr/senateur/delcros_bernard14327t.html"
"DELMONT-KOROPOULIS","Annie","Groupe Les Républicains","Les Républicains","F","Seine-Saint-Denis","annie-delmont-koropoulis","http://www.senat.fr/senateur/delmont_koropoulis_annie19663e.html"
"DEMAS","Patricia","Groupe Les Républicains","Les Républicains","F","Alpes-Maritimes","patricia-demas","http://www.senat.fr/senateur/demas_patricia20140w.html"
"DEMILLY","Stéphane","Groupe Union Centriste","Union des démocrates, radicaux et libéraux","H","Somme","stephane-demilly","http://www.senat.fr/senateur/demilly_stephane17229f.html"
"DENNEMONT","Michel","Groupe Rassemblement des démocrates, progressistes et indépendants","En marche !","H","Réunion","michel-dennemont","http://www.senat.fr/senateur/dennemont_michel19659j.html"
"DEROCHE","Catherine","Groupe Les Républicains","Les Républicains","F","Maine-et-Loire","catherine-deroche","http://www.senat.fr/senateur/deroche_catherine10006l.html"
"DESEYNE","Chantal","Groupe Les Républicains","Les Républicains","F","Eure-et-Loir","chantal-deseyne","http://www.senat.fr/senateur/deseyne_chantal14217n.html"
"DÉTRAIGNE","Yves","Groupe Union Centriste","Union des démocrates, radicaux et libéraux","H","Marne","yves-detraigne","http://www.senat.fr/senateur/detraigne_yves01024m.html"
"DEVÉSA","Brigitte","Groupe Union Centriste","Union des démocrates, radicaux et libéraux","F","Bouches-du-Rhône","brigitte-devesa","http://www.senat.fr/senateur/devesa_brigitte20248j.html"
"DEVINAZ","Gilbert-Luc","Groupe Socialiste, Écologiste et Républicain","Parti socialiste","H","Rhône","gilbert-luc-devinaz","http://www.senat.fr/senateur/devinaz_gilbert_luc19251m.html"
"DI FOLCO","Catherine","Groupe Les Républicains","Les Républicains","F","Rhône","catherine-di-folco","http://www.senat.fr/senateur/di_folco_catherine14215l.html"
"DINDAR","Nassimah","Groupe Union Centriste","Union des démocrates, radicaux et libéraux","F","Réunion","nassimah-dindar","http://www.senat.fr/senateur/dindar_nassimah19577h.html"
"DOINEAU","Élisabeth","Groupe Union Centriste","Union des démocrates, radicaux et libéraux","F","Mayenne","elisabeth-doineau","http://www.senat.fr/senateur/doineau_elisabeth14042u.html"
"DOMINATI","Philippe","Groupe Les Républicains","Mouvement Démocrate","H","Paris","philippe-dominati","http://www.senat.fr/senateur/dominati_philippe04071h.html"
"DOSSUS","Thomas","Groupe Écologiste -Solidarité et Territoires","Europe Écologie Les Verts","H","Rhône","thomas-dossus","http://www.senat.fr/senateur/dossus_thomas20134y.html"
"DREXLER","Sabine","Groupe Les Républicains","Les Républicains","F","Haut-Rhin","sabine-drexler","http://www.senat.fr/senateur/drexler_sabine20124w.html"
"DUFFOURG","Alain","Groupe Union Centriste","Union des démocrates, radicaux et libéraux","H","Gers","alain-duffourg","http://www.senat.fr/senateur/duffourg_alain20040t.html"
"DUMAS","Catherine","Groupe Les Républicains","Les Républicains","F","Paris","catherine-dumas","http://www.senat.fr/senateur/dumas_catherine07033p.html"
"DUMONT","Françoise","Groupe Les Républicains","Les Républicains","F","Var","francoise-dumont","http://www.senat.fr/senateur/dumont_francoise20074e.html"
"DUPLOMB","Laurent","Groupe Les Républicains","Les Républicains","H","Haute-Loire","laurent-duplomb","http://www.senat.fr/senateur/duplomb_laurent19507s.html"
"DURAIN","Jérôme","Groupe Socialiste, Écologiste et Républicain","Parti socialiste","H","Saône-et-Loire","jerome-durain","http://www.senat.fr/senateur/durain_jerome14151m.html"
"DURANTON","Nicole","Groupe Rassemblement des démocrates, progressistes et indépendants","En marche !","F","Eure","nicole-duranton","http://www.senat.fr/senateur/duranton_nicole14249w.html"
"ÉBLÉ","Vincent","Groupe Socialiste, Écologiste et Républicain","Parti socialiste","H","Seine-et-Marne","vincent-eble","http://www.senat.fr/senateur/eble_vincent11074q.html"
"ESPAGNAC","Frédérique","Groupe Socialiste, Écologiste et Républicain","Parti socialiste","F","Pyrénées-Atlantiques","frederique-espagnac","http://www.senat.fr/senateur/espagnac_frederique11110b.html"
"ESTROSI SASSONE","Dominique","Groupe Les Républicains","Les Républicains","F","Alpes-Maritimes","dominique-estrosi-sassone","http://www.senat.fr/senateur/estrosi_sassone_dominique14187a.html"
"EUSTACHE-BRINIO","Jacqueline","Groupe Les Républicains","Les Républicains","F","Val-d'Oise","jacqueline-eustache-brinio","http://www.senat.fr/senateur/eustache_brinio_jacqueline19673g.html"
"EVRARD","Marie","Groupe Rassemblement des démocrates, progressistes et indépendants","En marche !","F","Yonne","marie-evrard","http://www.senat.fr/senateur/evrard_marie20174h.html"
"FAVREAU","Gilbert","Groupe Les Républicains","Les Républicains","H","Deux-Sèvres","gilbert-favreau","http://www.senat.fr/senateur/favreau_gilbert20038a.html"
"FÉRAT","Françoise","Groupe Union Centriste","Union des démocrates, radicaux et libéraux","F","Marne","francoise-ferat","http://www.senat.fr/senateur/ferat_francoise01025n.html"
"FÉRAUD","Rémi","Groupe Socialiste, Écologiste et Républicain","Parti socialiste","H","Paris","remi-feraud","http://www.senat.fr/senateur/feraud_remi19647e.html"
"FÉRET","Corinne","Groupe Socialiste, Écologiste et Républicain","Parti socialiste","F","Calvados","corinne-feret","http://www.senat.fr/senateur/feret_corinne14281w.html"
"FERNIQUE","Jacques","Groupe Écologiste -Solidarité et Territoires","Europe Écologie Les Verts","H","Bas-Rhin","jacques-fernique","http://www.senat.fr/senateur/fernique_jacques20100n.html"
"FIALAIRE","Bernard","Groupe du Rassemblement Démocratique et Social Européen","Union des démocrates, radicaux et libéraux","H","Rhône","bernard-fialaire","http://www.senat.fr/senateur/fialaire_bernard20132w.html"
"FICHET","Jean-Luc","Groupe Socialiste, Écologiste et Républicain","Parti socialiste","H","Finistère","jean-luc-fichet","http://www.senat.fr/senateur/fichet_jean_luc08045x.html"
"FILLEUL","Martine","Groupe Socialiste, Écologiste et Républicain","Parti socialiste","F","Nord","martine-filleul","http://www.senat.fr/senateur/filleul_martine19599p.html"
"FOLLIOT","Philippe","Groupe Union Centriste","Union des démocrates, radicaux et libéraux","H","Tarn","philippe-folliot","http://www.senat.fr/senateur/folliot_philippe17023s.html"
"FOURNIER","Bernard","Groupe Les Républicains","Les Républicains","H","Loire","bernard-fournier","http://www.senat.fr/senateur/fournier_bernard97011g.html"
"FOURNIER","Catherine","Groupe Union Centriste","Union des démocrates, radicaux et libéraux","F","Pas-de-Calais","catherine-fournier","http://www.senat.fr/senateur/fournier_catherine19521q.html"
"FRASSA","Christophe-André","Groupe Les Républicains","Les Républicains","H","Français établis hors de France","christophe-andre-frassa","http://www.senat.fr/senateur/frassa_christophe_andre08018u.html"
"FROGIER","Pierre","Groupe Les Républicains","Le Rassemblement - Les Républicains","H","Nouvelle-Calédonie","pierre-frogier","http://www.senat.fr/senateur/frogier_pierre11010l.html"
"GARNIER","Laurence","Groupe Les Républicains","Les Républicains","F","Loire-Atlantique","laurence-garnier","http://www.senat.fr/senateur/garnier_laurence20172f.html"
"GARRIAUD-MAYLAM","Joëlle","Groupe Les Républicains","Les Républicains","F","Français établis hors de France","joelle-garriaud-maylam","http://www.senat.fr/senateur/garriaud_maylam_joelle04035d.html"
"GATEL","Françoise","Groupe Union Centriste","Union des démocrates, radicaux et libéraux","F","Ille-et-Vilaine","francoise-gatel","http://www.senat.fr/senateur/gatel_francoise14231l.html"
"GATTOLIN","André","Groupe Rassemblement des démocrates, progressistes et indépendants","En marche !","H","Hauts-de-Seine","andre-gattolin","http://www.senat.fr/senateur/gattolin_andre11083r.html"
"GAY","Fabien","Groupe communiste républicain citoyen et écologiste","Parti communiste Français","H","Seine-Saint-Denis","fabien-gay","http://www.senat.fr/senateur/gay_fabien19695n.html"
"GENET","Fabien","Groupe Les Républicains","Les Républicains","H","Saône-et-Loire","fabien-genet","http://www.senat.fr/senateur/genet_fabien20120s.html"
"GERBAUD","Frédérique","Groupe Les Républicains","Les Républicains","F","Indre","frederique-gerbaud","http://www.senat.fr/senateur/gerbaud_frederique14355x.html"
"GILLÉ","Hervé","Groupe Socialiste, Écologiste et Républicain","Parti socialiste","H","Gironde","herve-gille","http://www.senat.fr/senateur/gille_herve19820y.html"
"GOLD","Éric","Groupe du Rassemblement Démocratique et Social Européen","Parti radical de gauche","H","Puy-de-Dôme","eric-gold","http://www.senat.fr/senateur/gold_eric19387d.html"
"GONTARD","Guillaume","Groupe Écologiste -Solidarité et Territoires","Europe Écologie Les Verts","H","Isère","guillaume-gontard","http://www.senat.fr/senateur/gontard_guillaume19347u.html"
"GOSSELIN","Béatrice","Groupe Les Républicains","Les Républicains","F","Manche","beatrice-gosselin","http://www.senat.fr/senateur/gosselin_beatrice20180f.html"
"GOULET","Nathalie","Groupe Union Centriste","Union des démocrates, radicaux et libéraux","F","Orne","nathalie-goulet","http://www.senat.fr/senateur/goulet_nathalie07004j.html"
"GOY-CHAVENT","Sylvie","Groupe Les Républicains","Les Républicains","F","Ain","sylvie-goy-chavent","http://www.senat.fr/senateur/goy_chavent_sylvie08056b.html"
"GRAND","Jean-Pierre","Groupe Les Républicains","Non rattaché","H","Hérault","jean-pierre-grand","http://www.senat.fr/senateur/grand_jean_pierre14211g.html"
"GRÉAUME","Michelle","Groupe communiste républicain citoyen et écologiste","Parti communiste Français","F","Nord","michelle-greaume","http://www.senat.fr/senateur/greaume_michelle19565d.html"
"GREMILLET","Daniel","Groupe Les Républicains","Les Républicains","H","Vosges","daniel-gremillet","http://www.senat.fr/senateur/gremillet_daniel14033t.html"
"GROSPERRIN","Jacques","Groupe Les Républicains","Les Républicains","H","Doubs","jacques-grosperrin","http://www.senat.fr/senateur/grosperrin_jacques14123h.html"
"GRUNY","Pascale","Groupe Les Républicains","Les Républicains","F","Aisne","pascale-gruny","http://www.senat.fr/senateur/gruny_pascale14026u.html"
"GUENÉ","Charles","Groupe Les Républicains","Les Républicains","H","Haute-Marne","charles-guene","http://www.senat.fr/senateur/guene_charles01057w.html"
"GUERET","Daniel","Groupe Les Républicains","Les Républicains","H","Eure-et-Loir","daniel-gueret","http://www.senat.fr/senateur/gueret_daniel20068g.html"
"GUÉRINI","Jean-Noël","Groupe du Rassemblement Démocratique et Social Européen","Parti radical de gauche","H","Bouches-du-Rhône","jean-noel-guerini","http://www.senat.fr/senateur/guerini_jean_noel98022p.html"
"GUERRIAU","Joël","Groupe Les Indépendants -République et Territoires","Mouvement Démocrate","H","Loire-Atlantique","joel-guerriau","http://www.senat.fr/senateur/guerriau_joel11064n.html"
"GUIDEZ","Jocelyne","Groupe Union Centriste","Union des démocrates, radicaux et libéraux","F","Essonne","jocelyne-guidez","http://www.senat.fr/senateur/guidez_jocelyne19691j.html"
"GUILLOTIN","Véronique","Groupe du Rassemblement Démocratique et Social Européen","Union des démocrates, radicaux et libéraux","F","Meurthe-et-Moselle","veronique-guillotin","http://www.senat.fr/senateur/guillotin_veronique19553y.html"
"GUIOL","André","Groupe du Rassemblement Démocratique et Social Européen","Parti socialiste","H","Var","andre-guiol","http://www.senat.fr/senateur/guiol_andre20072c.html"
"HARRIBEY","Laurence","Groupe Socialiste, Écologiste et Républicain","Parti socialiste","F","Gironde","laurence-harribey","http://www.senat.fr/senateur/harribey_laurence19725b.html"
"HASSANI","Abdallah","Groupe Rassemblement des démocrates, progressistes et indépendants","Mouvement Démocrate","H","Mayotte","abdallah-hassani","http://www.senat.fr/senateur/hassani_abdallah19329s.html"
"HAVET","Nadège","Groupe Rassemblement des démocrates, progressistes et indépendants","En marche !","F","Finistère","nadege-havet","http://www.senat.fr/senateur/havet_nadege20106u.html"
"HAYE","Ludovic","Groupe Rassemblement des démocrates, progressistes et indépendants","Mouvement Démocrate","H","Haut-Rhin","ludovic-haye","http://www.senat.fr/senateur/haye_ludovic20128b.html"
"HENNO","Olivier","Groupe Union Centriste","Union des démocrates, radicaux et libéraux","H","Nord","olivier-henno","http://www.senat.fr/senateur/henno_olivier19569h.html"
"HERVÉ","Loïc","Groupe Union Centriste","Union des démocrates, radicaux et libéraux","H","Haute-Savoie","loic-herve","http://www.senat.fr/senateur/herve_loic14179a.html"
"HERZOG","Christine","Groupe Union Centriste","Union des démocrates, radicaux et libéraux","F","Moselle","christine-herzog","http://www.senat.fr/senateur/herzog_christine19685l.html"
"HINGRAY","Jean","Groupe Union Centriste","Union des démocrates, radicaux et libéraux","H","Vosges","jean-hingray","http://www.senat.fr/senateur/hingray_jean20048c.html"
"HOULLEGATTE","Jean-Michel","Groupe Socialiste, Écologiste et Républicain","Parti socialiste","H","Manche","jean-michel-houllegatte","http://www.senat.fr/senateur/houllegatte_jean_michel19333n.html"
"HOUPERT","Alain","Groupe Les Républicains","Les Républicains","H","Côte-d'Or","alain-houpert","http://www.senat.fr/senateur/houpert_alain08069g.html"
"HUGONET","Jean-Raymond","Groupe Les Républicains","Les Républicains","H","Essonne","jean-raymond-hugonet","http://www.senat.fr/senateur/hugonet_jean_raymond19399h.html"
"HUSSON","Jean-François","Groupe Les Républicains","Les Républicains","H","Meurthe-et-Moselle","jean-francois-husson","http://www.senat.fr/senateur/husson_jean_francois11048n.html"
"IACOVELLI","Xavier","Groupe Rassemblement des démocrates, progressistes et indépendants","En marche !","H","Hauts-de-Seine","xavier-iacovelli","http://www.senat.fr/senateur/iacovelli_xavier19591f.html"
"IMBERT","Corinne","Groupe Les Républicains","Les Républicains","F","Charente-Maritime","corinne-imbert","http://www.senat.fr/senateur/imbert_corinne14213j.html"
"JACQUEMET","Annick","Groupe Union Centriste","Union des démocrates, radicaux et libéraux","F","Doubs","annick-jacquemet","http://www.senat.fr/senateur/jacquemet_annick20066e.html"
"JACQUES","Micheline","Groupe Les Républicains","Les Républicains","F","Saint-Barthélemy","micheline-jacques","http://www.senat.fr/senateur/jacques_micheline20034v.html"
"JACQUIN","Olivier","Groupe Socialiste, Écologiste et Républicain","Parti socialiste","H","Meurthe-et-Moselle","olivier-jacquin","http://www.senat.fr/senateur/jacquin_olivier19551w.html"
"JANSSENS","Jean-Marie","Groupe Union Centriste","Union des démocrates, radicaux et libéraux","H","Loir-et-Cher","jean-marie-janssens","http://www.senat.fr/senateur/janssens_jean_marie19511n.html"
"JASMIN","Victoire","Groupe Socialiste, Écologiste et Républicain","Parti progressiste Martiniquais","F","Guadeloupe","victoire-jasmin","http://www.senat.fr/senateur/jasmin_victoire19715y.html"
"JEANSANNETAS","Éric","Groupe Socialiste, Écologiste et Républicain","Parti socialiste","H","Creuse","eric-jeansannetas","http://www.senat.fr/senateur/jeansannetas_eric14121f.html"
"JOLY","Patrice","Groupe Socialiste, Écologiste et Républicain","Parti socialiste","H","Nièvre","patrice-joly","http://www.senat.fr/senateur/joly_patrice19531s.html"
"JOMIER","Bernard","Groupe Socialiste, Écologiste et Républicain","Parti socialiste","H","Paris","bernard-jomier","http://www.senat.fr/senateur/jomier_bernard19683j.html"
"JOSEPH","Else","Groupe Les Républicains","Les Républicains","F","Ardennes","else-joseph","http://www.senat.fr/senateur/joseph_else20056c.html"
"JOURDA","Gisèle","Groupe Socialiste, Écologiste et Républicain","Parti socialiste","F","Aude","gisele-jourda","http://www.senat.fr/senateur/jourda_gisele14097y.html"
"JOURDA","Muriel","Groupe Les Républicains","Les Républicains","F","Morbihan","muriel-jourda","http://www.senat.fr/senateur/jourda_muriel19447x.html"
"JOYANDET","Alain","Groupe Les Républicains","Les Républicains","H","Haute-Saône","alain-joyandet","http://www.senat.fr/senateur/joyandet_alain95041e.html"
"KANNER","Patrick","Groupe Socialiste, Écologiste et Républicain","Parti socialiste","H","Nord","patrick-kanner","http://www.senat.fr/senateur/kanner_patrick14021p.html"
"KAROUTCHI","Roger","Groupe Les Républicains","Les Républicains","H","Hauts-de-Seine","roger-karoutchi","http://www.senat.fr/senateur/karoutchi_roger99004r.html"
"KERN","Claude","Groupe Union Centriste","Union des démocrates, radicaux et libéraux","H","Bas-Rhin","claude-kern","http://www.senat.fr/senateur/kern_claude14073q.html"
"KERROUCHE","Éric","Groupe Socialiste, Écologiste et Républicain","Parti socialiste","H","Landes","eric-kerrouche","http://www.senat.fr/senateur/kerrouche_eric19489j.html"
"KLINGER","Christian","Groupe Les Républicains","Les Républicains","H","Haut-Rhin","christian-klinger","http://www.senat.fr/senateur/klinger_christian20126y.html"
"KULIMOETOKE","Mikaele","Groupe Rassemblement des démocrates, progressistes et indépendants","En marche !","H","Wallis-et-Futuna","mikaele-kulimoetoke","http://www.senat.fr/senateur/kulimoetoke_mikaele20016t.html"
"de LA GONTRIE","Marie-Pierre","Groupe Socialiste, Écologiste et Républicain","Parti socialiste","F","Paris","marie-pierre-de-la-gontrie","http://www.senat.fr/senateur/de_la_gontrie_marie_pierre19649g.html"
"de LA PROVÔTÉ","Sonia","Groupe Union Centriste","Union des démocrates, radicaux et libéraux","F","Calvados","sonia-de-la-provote","http://www.senat.fr/senateur/de_la_provote_sonia19735d.html"
"LABBÉ","Joël","Groupe Écologiste -Solidarité et Territoires","Europe Écologie Les Verts","H","Morbihan","joel-labbe","http://www.senat.fr/senateur/labbe_joel11099a.html"
"LAFON","Laurent","Groupe Union Centriste","Union des démocrates, radicaux et libéraux","H","Val-de-Marne","laurent-lafon","http://www.senat.fr/senateur/lafon_laurent19611r.html"
"LAGOURGUE","Jean-Louis","Groupe Les Indépendants -République et Territoires","Mouvement Démocrate","H","Réunion","jean-louis-lagourgue","http://www.senat.fr/senateur/lagourgue_jean_louis19583f.html"
"LAHELLEC","Gérard","Groupe communiste républicain citoyen et écologiste","Parti communiste Français","H","Côtes-d'Armor","gerard-lahellec","http://www.senat.fr/senateur/lahellec_gerard20102q.html"
"LAMÉNIE","Marc","Groupe Les Républicains","Les Républicains","H","Ardennes","marc-lamenie","http://www.senat.fr/senateur/lamenie_marc07029t.html"
"LARCHER","Gérard","Groupe Les Républicains","Les Républicains","H","Yvelines","gerard-larcher","http://www.senat.fr/senateur/larcher_gerard86034e.html"
"LASSARADE","Florence","Groupe Les Républicains","Les Républicains","F","Gironde","florence-lassarade","http://www.senat.fr/senateur/lassarade_florence19723y.html"
"LAUGIER","Michel","Groupe Union Centriste","Union des démocrates, radicaux et libéraux","H","Yvelines","michel-laugier","http://www.senat.fr/senateur/laugier_michel19699s.html"
"LAURENT","Daniel","Groupe Les Républicains","Les Républicains","H","Charente-Maritime","daniel-laurent","http://www.senat.fr/senateur/laurent_daniel08015r.html"
"LAURENT","Pierre","Groupe communiste républicain citoyen et écologiste","Parti communiste Français","H","Paris","pierre-laurent","http://www.senat.fr/senateur/laurent_pierre12041x.html"
"LAVARDE","Christine","Groupe Les Républicains","Les Républicains","F","Hauts-de-Seine","christine-lavarde","http://www.senat.fr/senateur/lavarde_christine19711u.html"
"LECONTE","Jean-Yves","Groupe Socialiste, Écologiste et Républicain","Parti socialiste","H","Français établis hors de France","jean-yves-leconte","http://www.senat.fr/senateur/leconte_jean_yves11026g.html"
"LEFÈVRE","Antoine","Groupe Les Républicains","Les Républicains","H","Aisne","antoine-lefevre","http://www.senat.fr/senateur/lefevre_antoine08010l.html"
"de LEGGE","Dominique","Groupe Les Républicains","Les Républicains","H","Ille-et-Vilaine","dominique-de-legge","http://www.senat.fr/senateur/de_legge_dominique08034u.html"
"LE GLEUT","Ronan","Groupe Les Républicains","Les Républicains","H","Français établis hors de France","ronan-le-gleut","http://www.senat.fr/senateur/le_gleut_ronan19709b.html"
"LE HOUEROU","Annie","Groupe Socialiste, Écologiste et Républicain","Parti socialiste","F","Côtes-d'Armor","annie-le-houerou","http://www.senat.fr/senateur/le_houerou_annie18193q.html"
"LE NAY","Jacques","Groupe Union Centriste","Union des démocrates, radicaux et libéraux","H","Morbihan","jacques-le-nay","http://www.senat.fr/senateur/le_nay_jacques16685x.html"
"LÉONHARDT","Olivier","Groupe du Rassemblement Démocratique et Social Européen","Parti radical de gauche","H","Essonne","olivier-leonhardt","http://www.senat.fr/senateur/leonhardt_olivier19289c.html"
"LEROY","Henri","Groupe Les Républicains","Les Républicains","H","Alpes-Maritimes","henri-leroy","http://www.senat.fr/senateur/leroy_henri19729f.html"
"LE RUDULIER","Stéphane","Groupe Les Républicains","Les Républicains","H","Bouches-du-Rhône","stephane-le-rudulier","http://www.senat.fr/senateur/le_rudulier_stephane20108w.html"
"LÉTARD","Valérie","Groupe Union Centriste","Union des démocrates, radicaux et libéraux","F","Nord","valerie-letard","http://www.senat.fr/senateur/letard_valerie01043q.html"
"LEVI","Pierre-Antoine","Groupe Union Centriste","Union des démocrates, radicaux et libéraux","H","Tarn-et-Garonne","pierre-antoine-levi","http://www.senat.fr/senateur/levi_pierre_antoine20052x.html"
"LÉVRIER","Martin","Groupe Rassemblement des démocrates, progressistes et indépendants","En marche !","H","Yvelines","martin-levrier","http://www.senat.fr/senateur/levrier_martin19697q.html"
"LHERBIER","Brigitte","Groupe Les Républicains","Les Républicains","F","Nord","brigitte-lherbier","http://www.senat.fr/senateur/lherbier_brigitte19581d.html"
"LIENEMANN","Marie-Noëlle","Groupe communiste républicain citoyen et écologiste","Parti communiste Français","F","Paris","marie-noelle-lienemann","http://www.senat.fr/senateur/lienemann_marie_noelle11077t.html"
"LOISIER","Anne-Catherine","Groupe Union Centriste","Union des démocrates, radicaux et libéraux","F","Côte-d'Or","anne-catherine-loisier","http://www.senat.fr/senateur/loisier_anne_catherine14205j.html"
"LONGEOT","Jean-François","Groupe Union Centriste","Union des démocrates, radicaux et libéraux","H","Doubs","jean-francois-longeot","http://www.senat.fr/senateur/longeot_jean_francois14219q.html"
"LONGUET","Gérard","Groupe Les Républicains","Les Républicains","H","Meuse","gerard-longuet","http://www.senat.fr/senateur/longuet_gerard01048v.html"
"LOPEZ","Vivette","Groupe Les Républicains","Les Républicains","F","Gard","vivette-lopez","http://www.senat.fr/senateur/lopez_vivette14059s.html"
"LOUAULT","Pierre","Groupe Union Centriste","Union des démocrates, radicaux et libéraux","H","Indre-et-Loire","pierre-louault","http://www.senat.fr/senateur/louault_pierre19441r.html"
"LOZACH","Jean-Jacques","Groupe Socialiste, Écologiste et Républicain","Parti socialiste","H","Creuse","jean-jacques-lozach","http://www.senat.fr/senateur/lozach_jean_jacques08012n.html"
"LUBIN","Monique","Groupe Socialiste, Écologiste et Républicain","Parti socialiste","F","Landes","monique-lubin","http://www.senat.fr/senateur/lubin_monique17779h.html"
"LUREL","Victorin","Groupe Socialiste, Écologiste et Républicain","Parti progressiste Martiniquais","H","Guadeloupe","victorin-lurel","http://www.senat.fr/senateur/lurel_victorin12016w.html"
"MAGNER","Jacques-Bernard","Groupe Socialiste, Écologiste et Républicain","Parti socialiste","H","Puy-de-Dôme","jacques-bernard-magner","http://www.senat.fr/senateur/magner_jacques_bernard11104d.html"
"MALET","Viviane","Groupe Les Républicains","Les Républicains","F","Réunion","viviane-malet","http://www.senat.fr/senateur/malet_viviane19657g.html"
"MALHURET","Claude","Groupe Les Indépendants -République et Territoires","Mouvement Démocrate","H","Allier","claude-malhuret","http://www.senat.fr/senateur/malhuret_claude14251q.html"
"MANDELLI","Didier","Groupe Les Républicains","Les Républicains","H","Vendée","didier-mandelli","http://www.senat.fr/senateur/mandelli_didier14031r.html"
"MARC","Alain","Groupe Les Indépendants -République et Territoires","Union des démocrates, radicaux et libéraux","H","Aveyron","alain-marc","http://www.senat.fr/senateur/marc_alain14111d.html"
"MARCHAND","Frédéric","Groupe Rassemblement des démocrates, progressistes et indépendants","En marche !","H","Nord","frederic-marchand","http://www.senat.fr/senateur/marchand_frederic19637c.html"
"de MARCO","Monique","Groupe Écologiste -Solidarité et Territoires","Europe Écologie Les Verts","F","Gironde","monique-de-marco","http://www.senat.fr/senateur/de_marco_monique20142y.html"
"MARIE","Didier","Groupe Socialiste, Écologiste et Républicain","Parti socialiste","H","Seine-Maritime","didier-marie","http://www.senat.fr/senateur/marie_didier14001x.html"
"MARSEILLE","Hervé","Groupe Union Centriste","Union des démocrates, radicaux et libéraux","H","Hauts-de-Seine","herve-marseille","http://www.senat.fr/senateur/marseille_herve11085t.html"
"MARTIN","Pascal","Groupe Union Centriste","Union des démocrates, radicaux et libéraux","H","Seine-Maritime","pascal-martin","http://www.senat.fr/senateur/martin_pascal19826f.html"
"MASSON","Jean Louis","Réunion administrative des Sénateurs ne figurant sur la liste d'aucun groupe","Non rattaché","H","Moselle","jean-louis-masson","http://www.senat.fr/senateur/masson_jean_louis01060r.html"
"MAUREY","Hervé","Groupe Union Centriste","Union des démocrates, radicaux et libéraux","H","Eure","herve-maurey","http://www.senat.fr/senateur/maurey_herve08009t.html"
"MÉDEVIELLE","Pierre","Groupe Les Indépendants -République et Territoires","Mouvement Démocrate","H","Haute-Garonne","pierre-medevielle","http://www.senat.fr/senateur/medevielle_pierre14221j.html"
"MEIGNEN","Thierry","Groupe Les Républicains","Les Républicains","H","Seine-Saint-Denis","thierry-meignen","http://www.senat.fr/senateur/meignen_thierry20252e.html"
"MÉLOT","Colette","Groupe Les Indépendants -République et Territoires","Mouvement Démocrate","F","Seine-et-Marne","colette-melot","http://www.senat.fr/senateur/melot_colette04057k.html"
"MENONVILLE","Franck","Groupe Les Indépendants -République et Territoires","Union des démocrates, radicaux et libéraux","H","Meuse","franck-menonville","http://www.senat.fr/senateur/menonville_franck19563b.html"
"MERCIER","Marie","Groupe Les Républicains","Les Républicains","F","Saône-et-Loire","marie-mercier","http://www.senat.fr/senateur/mercier_marie14147r.html"
"MÉRILLOU","Serge","Groupe Socialiste, Écologiste et Républicain","Parti socialiste","H","Dordogne","serge-merillou","http://www.senat.fr/senateur/merillou_serge20028x.html"
"MEUNIER","Michelle","Groupe Socialiste, Écologiste et Républicain","Parti socialiste","F","Loire-Atlantique","michelle-meunier","http://www.senat.fr/senateur/meunier_michelle11067r.html"
